ticker,monday_date,friday_date,dte,type,yield_target,monday_close,contract_id,strike,moneyness_actual,premium_mark,bid,ask,spread_rel,delta,iv,yield_actual,friday_close,return_pct,assigned,intrinsic_at_expiry,premium_received_mark,premium_received_bid,assignment_pnl,net_pnl_mark,net_pnl_bid,capital_per_contract,pnl_pct_capital,p_mkt_success
BYND,2023-10-02,2023-10-06,4,CC,0.01,9.24,BYND231006C00010000,10.0,0.08225108225108224,0.07,0.06,0.08,0.28571428571428575,0.17737,0.77583,0.007575757575757576,8.26,-0.10606060606060608,False,0.0,7.000000000000001,6.0,0.0,7.000000000000001,6.0,924.0,0.006493506493506494,0.82263
BYND,2023-10-02,2023-10-06,4,CC,0.02,9.24,BYND231006C00009500,9.5,0.02813852813852802,0.18,0.17,0.2,0.16666666666666666,0.3769,0.73681,0.01948051948051948,8.26,-0.10606060606060608,False,0.0,18.0,17.0,0.0,18.0,17.0,924.0,0.0183982683982684,0.6231
BYND,2023-10-02,2023-10-06,4,CC,0.025,9.24,BYND231006C00009500,9.5,0.02813852813852802,0.18,0.17,0.2,0.16666666666666666,0.3769,0.73681,0.01948051948051948,8.26,-0.10606060606060608,False,0.0,18.0,17.0,0.0,18.0,17.0,924.0,0.0183982683982684,0.6231
BYND,2023-10-02,2023-10-06,4,CSP,0.01,9.24,BYND231006P00008500,8.5,0.0800865800865801,0.08,0.08,0.09,0.12499999999999993,-0.16968,0.88315,0.009411764705882354,8.26,-0.10606060606060608,True,0.2400000000000002,8.0,8.0,-24.00000000000002,-16.00000000000002,-16.00000000000002,850.0,-0.018823529411764732,0.83032
BYND,2023-10-02,2023-10-06,4,CSP,0.025,9.24,BYND231006P00009000,9.0,0.025974025974025983,0.23,0.21,0.25,0.1739130434782609,-0.36899,0.89291,0.025555555555555557,8.26,-0.10606060606060608,True,0.7400000000000002,23.0,21.0,-74.00000000000003,-51.00000000000003,-53.00000000000003,900.0,-0.05888888888888892,0.6310100000000001
BYND,2023-10-02,2023-10-06,4,CSP,0.03,9.24,BYND231006P00009000,9.0,0.025974025974025983,0.23,0.21,0.25,0.1739130434782609,-0.36899,0.89291,0.025555555555555557,8.26,-0.10606060606060608,True,0.7400000000000002,23.0,21.0,-74.00000000000003,-51.00000000000003,-53.00000000000003,900.0,-0.05888888888888892,0.6310100000000001
BYND,2023-10-09,2023-10-13,4,CC,0.01,8.0,BYND231013C00008500,8.5,0.0625,0.09,0.07,0.1,0.3333333333333333,0.24239,0.77583,0.01125,8.64,0.08000000000000007,True,0.14000000000000057,9.0,7.000000000000001,-14.000000000000057,-5.000000000000057,-7.000000000000056,800.0,-0.00875000000000007,0.75761
BYND,2023-10-09,2023-10-13,4,CC,0.015,8.0,BYND231013C00008500,8.5,0.0625,0.09,0.07,0.1,0.3333333333333333,0.24239,0.77583,0.01125,8.64,0.08000000000000007,True,0.14000000000000057,9.0,7.000000000000001,-14.000000000000057,-5.000000000000057,-7.000000000000056,800.0,-0.00875000000000007,0.75761
BYND,2023-10-09,2023-10-13,4,CSP,0.01,8.0,BYND231013P00007500,7.5,0.0625,0.09,0.07,0.1,0.3333333333333333,-0.21498,0.83437,0.012,8.64,0.08000000000000007,False,0.0,9.0,7.000000000000001,0.0,9.0,7.000000000000001,750.0,0.009333333333333334,0.78502
BYND,2023-10-09,2023-10-13,4,CSP,0.015,8.0,BYND231013P00007500,7.5,0.0625,0.09,0.07,0.1,0.3333333333333333,-0.21498,0.83437,0.012,8.64,0.08000000000000007,False,0.0,9.0,7.000000000000001,0.0,9.0,7.000000000000001,750.0,0.009333333333333334,0.78502
BYND,2023-10-16,2023-10-20,4,CC,0.01,8.8,BYND231020C00009500,9.5,0.07954545454545436,0.07,0.06,0.07,0.14285714285714296,0.1855,0.77583,0.007954545454545455,6.835,-0.22329545454545463,False,0.0,7.000000000000001,6.0,0.0,7.000000000000001,6.0,880.0000000000001,0.006818181818181817,0.8145
BYND,2023-10-16,2023-10-20,4,CC,0.02,8.8,BYND231020C00009000,9.0,0.022727272727272707,0.18,0.17,0.2,0.16666666666666666,0.39977,0.7173,0.02045454545454545,6.835,-0.22329545454545463,False,0.0,18.0,17.0,0.0,18.0,17.0,880.0000000000001,0.019318181818181814,0.60023
BYND,2023-10-16,2023-10-20,4,CC,0.025,8.8,BYND231020C00009000,9.0,0.022727272727272707,0.18,0.17,0.2,0.16666666666666666,0.39977,0.7173,0.02045454545454545,6.835,-0.22329545454545463,False,0.0,18.0,17.0,0.0,18.0,17.0,880.0000000000001,0.019318181818181814,0.60023
BYND,2023-10-16,2023-10-20,4,CSP,0.02,8.8,BYND231020P00008500,8.5,0.03409090909090917,0.17,0.16,0.17,0.058823529411764754,-0.32573,0.82461,0.02,6.835,-0.22329545454545463,True,1.665,17.0,16.0,-166.5,-149.5,-150.5,850.0,-0.17705882352941177,0.6742699999999999
BYND,2023-10-16,2023-10-20,4,CSP,0.025,8.8,BYND231020P00008500,8.5,0.03409090909090917,0.17,0.16,0.17,0.058823529411764754,-0.32573,0.82461,0.02,6.835,-0.22329545454545463,True,1.665,17.0,16.0,-166.5,-149.5,-150.5,850.0,-0.17705882352941177,0.6742699999999999
BYND,2023-10-23,2023-10-27,4,CC,0.01,6.29,BYND231027C00007000,7.0,0.11287758346581866,0.07,0.06,0.07,0.14285714285714296,0.18785,1.07827,0.011128775834658189,5.97,-0.05087440381558028,False,0.0,7.000000000000001,6.0,0.0,7.000000000000001,6.0,629.0,0.009538950715421303,0.81215
BYND,2023-10-23,2023-10-27,4,CC,0.025,6.29,BYND231027C00006500,6.5,0.03338632750397452,0.17,0.16,0.17,0.058823529411764754,0.39492,0.97095,0.02702702702702703,5.97,-0.05087440381558028,False,0.0,17.0,16.0,0.0,17.0,16.0,629.0,0.025437201907790145,0.6050800000000001
BYND,2023-10-23,2023-10-27,4,CC,0.03,6.29,BYND231027C00006500,6.5,0.03338632750397452,0.17,0.16,0.17,0.058823529411764754,0.39492,0.97095,0.02702702702702703,5.97,-0.05087440381558028,False,0.0,17.0,16.0,0.0,17.0,16.0,629.0,0.025437201907790145,0.6050800000000001
BYND,2023-10-23,2023-10-27,4,CC,0.035,6.29,BYND231027C00006500,6.5,0.03338632750397452,0.17,0.16,0.17,0.058823529411764754,0.39492,0.97095,0.02702702702702703,5.97,-0.05087440381558028,False,0.0,17.0,16.0,0.0,17.0,16.0,629.0,0.025437201907790145,0.6050800000000001
BYND,2023-10-23,2023-10-27,4,CSP,0.02,6.29,BYND231027P00006000,6.0,0.04610492845786962,0.14,0.13,0.15,0.14285714285714277,-0.30818,1.01973,0.023333333333333334,5.97,-0.05087440381558028,True,0.03000000000000025,14.000000000000002,13.0,-3.000000000000025,10.999999999999977,9.999999999999975,600.0,0.016666666666666625,0.69182
BYND,2023-10-23,2023-10-27,4,CSP,0.025,6.29,BYND231027P00006000,6.0,0.04610492845786962,0.14,0.13,0.15,0.14285714285714277,-0.30818,1.01973,0.023333333333333334,5.97,-0.05087440381558028,True,0.03000000000000025,14.000000000000002,13.0,-3.000000000000025,10.999999999999977,9.999999999999975,600.0,0.016666666666666625,0.69182
BYND,2023-10-23,2023-10-27,4,CSP,0.03,6.29,BYND231027P00006000,6.0,0.04610492845786962,0.14,0.13,0.15,0.14285714285714277,-0.30818,1.01973,0.023333333333333334,5.97,-0.05087440381558028,True,0.03000000000000025,14.000000000000002,13.0,-3.000000000000025,10.999999999999977,9.999999999999975,600.0,0.016666666666666625,0.69182
BYND,2023-10-30,2023-11-03,4,CC,0.015,5.88,BYND231103C00006500,6.5,0.1054421768707483,0.09,0.08,0.1,0.22222222222222227,0.2272,1.17583,0.015306122448979591,6.99,0.1887755102040818,True,0.4900000000000002,9.0,8.0,-49.00000000000002,-40.00000000000002,-41.00000000000002,588.0,-0.06972789115646262,0.7727999999999999
BYND,2023-10-30,2023-11-03,4,CC,0.02,5.88,BYND231103C00006500,6.5,0.1054421768707483,0.09,0.08,0.1,0.22222222222222227,0.2272,1.17583,0.015306122448979591,6.99,0.1887755102040818,True,0.4900000000000002,9.0,8.0,-49.00000000000002,-40.00000000000002,-41.00000000000002,588.0,-0.06972789115646262,0.7727999999999999
BYND,2023-10-30,2023-11-03,4,CC,0.03,5.88,BYND231103C00006000,6.0,0.020408163265306145,0.22,0.21,0.23,0.090909090909091,0.45571,1.10753,0.03741496598639456,6.99,0.1887755102040818,True,0.9900000000000002,22.0,21.0,-99.00000000000003,-77.00000000000003,-78.00000000000003,588.0,-0.13265306122448983,0.5442899999999999
BYND,2023-10-30,2023-11-03,4,CC,0.035,5.88,BYND231103C00006000,6.0,0.020408163265306145,0.22,0.21,0.23,0.090909090909091,0.45571,1.10753,0.03741496598639456,6.99,0.1887755102040818,True,0.9900000000000002,22.0,21.0,-99.00000000000003,-77.00000000000003,-78.00000000000003,588.0,-0.13265306122448983,0.5442899999999999
BYND,2023-10-30,2023-11-03,4,CC,0.04,5.88,BYND231103C00006000,6.0,0.020408163265306145,0.22,0.21,0.23,0.090909090909091,0.45571,1.10753,0.03741496598639456,6.99,0.1887755102040818,True,0.9900000000000002,22.0,21.0,-99.00000000000003,-77.00000000000003,-78.00000000000003,588.0,-0.13265306122448983,0.5442899999999999
BYND,2023-10-30,2023-11-03,4,CC,0.045,5.88,BYND231103C00006000,6.0,0.020408163265306145,0.22,0.21,0.23,0.090909090909091,0.45571,1.10753,0.03741496598639456,6.99,0.1887755102040818,True,0.9900000000000002,22.0,21.0,-99.00000000000003,-77.00000000000003,-78.00000000000003,588.0,-0.13265306122448983,0.5442899999999999
BYND,2023-10-30,2023-11-03,4,CSP,0.025,5.88,BYND231103P00005500,5.5,0.06462585034013602,0.15,0.14,0.16,0.13333333333333328,-0.28472,1.28314,0.02727272727272727,6.99,0.1887755102040818,False,0.0,15.0,14.000000000000002,0.0,15.0,14.000000000000002,550.0,0.02545454545454546,0.71528
BYND,2023-10-30,2023-11-03,4,CSP,0.03,5.88,BYND231103P00005500,5.5,0.06462585034013602,0.15,0.14,0.16,0.13333333333333328,-0.28472,1.28314,0.02727272727272727,6.99,0.1887755102040818,False,0.0,15.0,14.000000000000002,0.0,15.0,14.000000000000002,550.0,0.02545454545454546,0.71528
BYND,2023-10-30,2023-11-03,4,CSP,0.035,5.88,BYND231103P00005500,5.5,0.06462585034013602,0.15,0.14,0.16,0.13333333333333328,-0.28472,1.28314,0.02727272727272727,6.99,0.1887755102040818,False,0.0,15.0,14.000000000000002,0.0,15.0,14.000000000000002,550.0,0.02545454545454546,0.71528
BYND,2023-11-06,2023-11-10,4,CC,0.01,6.88,BYND231110C00009000,9.0,0.30813953488372103,0.06,0.05,0.07,0.3333333333333334,0.10161,1.86849,0.00872093023255814,6.91,0.0043604651162791885,False,0.0,6.0,5.0,0.0,6.0,5.0,688.0,0.007267441860465116,0.89839
BYND,2023-11-06,2023-11-10,4,CC,0.015,6.88,BYND231110C00008500,8.5,0.23546511627906974,0.09,0.08,0.1,0.22222222222222227,0.14808,1.77093,0.013081395348837208,6.91,0.0043604651162791885,False,0.0,9.0,8.0,0.0,9.0,8.0,688.0,0.011627906976744186,0.85192
BYND,2023-11-06,2023-11-10,4,CC,0.02,6.88,BYND231110C00008000,8.0,0.16279069767441867,0.15,0.15,0.16,0.06666666666666674,0.22709,1.7124,0.02180232558139535,6.91,0.0043604651162791885,False,0.0,15.0,15.0,0.0,15.0,15.0,688.0,0.02180232558139535,0.77291
BYND,2023-11-06,2023-11-10,4,CC,0.025,6.88,BYND231110C00008000,8.0,0.16279069767441867,0.15,0.15,0.16,0.06666666666666674,0.22709,1.7124,0.02180232558139535,6.91,0.0043604651162791885,False,0.0,15.0,15.0,0.0,15.0,15.0,688.0,0.02180232558139535,0.77291
BYND,2023-11-06,2023-11-10,4,CC,0.035,6.88,BYND231110C00007500,7.5,0.09011627906976738,0.26,0.24,0.27,0.11538461538461549,0.34764,1.70264,0.03779069767441861,6.91,0.0043604651162791885,False,0.0,26.0,24.0,0.0,26.0,24.0,688.0,0.03488372093023256,0.65236
BYND,2023-11-06,2023-11-10,4,CC,0.04,6.88,BYND231110C00007500,7.5,0.09011627906976738,0.26,0.24,0.27,0.11538461538461549,0.34764,1.70264,0.03779069767441861,6.91,0.0043604651162791885,False,0.0,26.0,24.0,0.0,26.0,24.0,688.0,0.03488372093023256,0.65236
BYND,2023-11-06,2023-11-10,4,CC,0.045,6.88,BYND231110C00007500,7.5,0.09011627906976738,0.26,0.24,0.27,0.11538461538461549,0.34764,1.70264,0.03779069767441861,6.91,0.0043604651162791885,False,0.0,26.0,24.0,0.0,26.0,24.0,688.0,0.03488372093023256,0.65236
BYND,2023-11-06,2023-11-10,4,CC,0.05,6.88,BYND231110C00007000,7.0,0.01744186046511631,0.42,0.41,0.44,0.0714285714285715,0.49561,1.64411,0.061046511627906974,6.91,0.0043604651162791885,False,0.0,42.0,41.0,0.0,42.0,41.0,688.0,0.059593023255813955,0.50439
BYND,2023-11-06,2023-11-10,4,CSP,0.015,6.88,BYND231110P00005500,5.5,0.20058139534883723,0.07,0.06,0.08,0.28571428571428575,-0.10245,1.82947,0.012727272727272728,6.91,0.0043604651162791885,False,0.0,7.000000000000001,6.0,0.0,7.000000000000001,6.0,550.0,0.01090909090909091,0.89755
BYND,2023-11-06,2023-11-10,4,CSP,0.025,6.88,BYND231110P00006000,6.0,0.12790697674418605,0.16,0.15,0.18,0.1875,-0.20312,1.78069,0.02666666666666667,6.91,0.0043604651162791885,False,0.0,16.0,15.0,0.0,16.0,15.0,600.0,0.025,0.79688
BYND,2023-11-06,2023-11-10,4,CSP,0.03,6.88,BYND231110P00006000,6.0,0.12790697674418605,0.16,0.15,0.18,0.1875,-0.20312,1.78069,0.02666666666666667,6.91,0.0043604651162791885,False,0.0,16.0,15.0,0.0,16.0,15.0,600.0,0.025,0.79688
BYND,2023-11-06,2023-11-10,4,CSP,0.035,6.88,BYND231110P00006000,6.0,0.12790697674418605,0.16,0.15,0.18,0.1875,-0.20312,1.78069,0.02666666666666667,6.91,0.0043604651162791885,False,0.0,16.0,15.0,0.0,16.0,15.0,600.0,0.025,0.79688
BYND,2023-11-06,2023-11-10,4,CSP,0.04,6.88,BYND231110P00006500,6.5,0.05523255813953487,0.32,0.31,0.33,0.06250000000000006,-0.34283,1.75142,0.04923076923076923,6.91,0.0043604651162791885,False,0.0,32.0,31.0,0.0,32.0,31.0,650.0,0.047692307692307694,0.65717
BYND,2023-11-06,2023-11-10,4,CSP,0.045,6.88,BYND231110P00006500,6.5,0.05523255813953487,0.32,0.31,0.33,0.06250000000000006,-0.34283,1.75142,0.04923076923076923,6.91,0.0043604651162791885,False,0.0,32.0,31.0,0.0,32.0,31.0,650.0,0.047692307692307694,0.65717
BYND,2023-11-06,2023-11-10,4,CSP,0.05,6.88,BYND231110P00006500,6.5,0.05523255813953487,0.32,0.31,0.33,0.06250000000000006,-0.34283,1.75142,0.04923076923076923,6.91,0.0043604651162791885,False,0.0,32.0,31.0,0.0,32.0,31.0,650.0,0.047692307692307694,0.65717
BYND,2023-11-13,2023-11-17,4,CC,0.015,6.39,BYND231117C00007000,7.0,0.09546165884194058,0.08,0.07,0.09,0.24999999999999986,0.21573,1.02949,0.012519561815336464,6.68,0.04538341158059467,False,0.0,8.0,7.000000000000001,0.0,8.0,7.000000000000001,639.0,0.010954616588419407,0.78427
BYND,2023-11-13,2023-11-17,4,CC,0.03,6.39,BYND231117C00006500,6.5,0.017214397496087663,0.22,0.2,0.24,0.18181818181818174,0.45816,1.00022,0.03442879499217528,6.68,0.04538341158059467,True,0.17999999999999972,22.0,20.0,-17.99999999999997,4.000000000000028,2.0000000000000284,639.0,0.00312989045383416,0.54184
BYND,2023-11-13,2023-11-17,4,CC,0.035,6.39,BYND231117C00006500,6.5,0.017214397496087663,0.22,0.2,0.24,0.18181818181818174,0.45816,1.00022,0.03442879499217528,6.68,0.04538341158059467,True,0.17999999999999972,22.0,20.0,-17.99999999999997,4.000000000000028,2.0000000000000284,639.0,0.00312989045383416,0.54184
BYND,2023-11-13,2023-11-17,4,CC,0.04,6.39,BYND231117C00006500,6.5,0.017214397496087663,0.22,0.2,0.24,0.18181818181818174,0.45816,1.00022,0.03442879499217528,6.68,0.04538341158059467,True,0.17999999999999972,22.0,20.0,-17.99999999999997,4.000000000000028,2.0000000000000284,639.0,0.00312989045383416,0.54184
BYND,2023-11-13,2023-11-17,4,CC,0.045,6.39,BYND231117C00006500,6.5,0.017214397496087663,0.22,0.2,0.24,0.18181818181818174,0.45816,1.00022,0.03442879499217528,6.68,0.04538341158059467,True,0.17999999999999972,22.0,20.0,-17.99999999999997,4.000000000000028,2.0000000000000284,639.0,0.00312989045383416,0.54184
BYND,2023-11-13,2023-11-17,4,CSP,0.025,6.39,BYND231117P00006000,6.0,0.06103286384976525,0.16,0.14,0.17,0.1875,-0.28894,1.23436,0.02666666666666667,6.68,0.04538341158059467,False,0.0,16.0,14.000000000000002,0.0,16.0,14.000000000000002,600.0,0.023333333333333338,0.71106
BYND,2023-11-13,2023-11-17,4,CSP,0.03,6.39,BYND231117P00006000,6.0,0.06103286384976525,0.16,0.14,0.17,0.1875,-0.28894,1.23436,0.02666666666666667,6.68,0.04538341158059467,False,0.0,16.0,14.000000000000002,0.0,16.0,14.000000000000002,600.0,0.023333333333333338,0.71106
BYND,2023-11-13,2023-11-17,4,CSP,0.035,6.39,BYND231117P00006000,6.0,0.06103286384976525,0.16,0.14,0.17,0.1875,-0.28894,1.23436,0.02666666666666667,6.68,0.04538341158059467,False,0.0,16.0,14.000000000000002,0.0,16.0,14.000000000000002,600.0,0.023333333333333338,0.71106
BYND,2023-11-20,2023-11-24,4,CC,0.01,6.67,BYND231124C00007000,7.0,0.0494752623688155,0.08,0.07,0.09,0.24999999999999986,0.27191,0.70754,0.01199400299850075,6.76,0.013493253373313419,False,0.0,8.0,7.000000000000001,0.0,8.0,7.000000000000001,667.0,0.010494752623688158,0.72809
BYND,2023-11-20,2023-11-24,4,CC,0.015,6.67,BYND231124C00007000,7.0,0.0494752623688155,0.08,0.07,0.09,0.24999999999999986,0.27191,0.70754,0.01199400299850075,6.76,0.013493253373313419,False,0.0,8.0,7.000000000000001,0.0,8.0,7.000000000000001,667.0,0.010494752623688158,0.72809
BYND,2023-11-20,2023-11-24,4,CSP,0.025,6.67,BYND231124P00006500,6.5,0.025487256371814038,0.17,0.14,0.2,0.3529411764705882,-0.37197,0.90266,0.026153846153846156,6.76,0.013493253373313419,False,0.0,17.0,14.000000000000002,0.0,17.0,14.000000000000002,650.0,0.02153846153846154,0.62803
BYND,2023-11-20,2023-11-24,4,CSP,0.03,6.67,BYND231124P00006500,6.5,0.025487256371814038,0.17,0.14,0.2,0.3529411764705882,-0.37197,0.90266,0.026153846153846156,6.76,0.013493253373313419,False,0.0,17.0,14.000000000000002,0.0,17.0,14.000000000000002,650.0,0.02153846153846154,0.62803
BYND,2023-12-04,2023-12-08,4,CC,0.01,8.61,BYND231208C00012000,12.0,0.3937282229965158,0.09,0.08,0.1,0.22222222222222227,0.10199,2.27824,0.010452961672473868,9.09,0.05574912891986061,False,0.0,9.0,8.0,0.0,9.0,8.0,861.0,0.009291521486643438,0.89801
BYND,2023-12-04,2023-12-08,4,CC,0.015,8.61,BYND231208C00011500,11.5,0.3356562137049943,0.13,0.11,0.15,0.30769230769230765,0.13745,2.27824,0.015098722415795587,9.09,0.05574912891986061,False,0.0,13.0,11.0,0.0,13.0,11.0,861.0,0.012775842044134728,0.86255
BYND,2023-12-04,2023-12-08,4,CC,0.02,8.61,BYND231208C00011000,11.0,0.27758420441347287,0.16,0.15,0.18,0.1875,0.16944,2.18068,0.018583042973286876,9.09,0.05574912891986061,False,0.0,16.0,15.0,0.0,16.0,15.0,861.0,0.017421602787456445,0.83056
BYND,2023-12-04,2023-12-08,4,CC,0.025,8.61,BYND231208C00010500,10.5,0.2195121951219512,0.22,0.2,0.24,0.18181818181818174,0.22052,2.14166,0.025551684088269456,9.09,0.05574912891986061,False,0.0,22.0,20.0,0.0,22.0,20.0,861.0,0.023228803716608595,0.77948
BYND,2023-12-04,2023-12-08,4,CC,0.03,8.61,BYND231208C00010500,10.5,0.2195121951219512,0.22,0.2,0.24,0.18181818181818174,0.22052,2.14166,0.025551684088269456,9.09,0.05574912891986061,False,0.0,22.0,20.0,0.0,22.0,20.0,861.0,0.023228803716608595,0.77948
BYND,2023-12-04,2023-12-08,4,CC,0.035,8.61,BYND231208C00010000,10.0,0.16144018583042974,0.31,0.3,0.32,0.06451612903225812,0.28897,2.1319,0.036004645760743324,9.09,0.05574912891986061,False,0.0,31.0,30.0,0.0,31.0,30.0,861.0,0.03484320557491289,0.71103
BYND,2023-12-04,2023-12-08,4,CC,0.04,8.61,BYND231208C00010000,10.0,0.16144018583042974,0.31,0.3,0.32,0.06451612903225812,0.28897,2.1319,0.036004645760743324,9.09,0.05574912891986061,False,0.0,31.0,30.0,0.0,31.0,30.0,861.0,0.03484320557491289,0.71103
BYND,2023-12-04,2023-12-08,4,CC,0.045,8.61,BYND231208C00009500,9.5,0.10336817653890829,0.41,0.39,0.43,0.09756097560975606,0.36419,2.05385,0.047619047619047616,9.09,0.05574912891986061,False,0.0,41.0,39.0,0.0,41.0,39.0,861.0,0.04529616724738676,0.63581
BYND,2023-12-04,2023-12-08,4,CC,0.05,8.61,BYND231208C00009500,9.5,0.10336817653890829,0.41,0.39,0.43,0.09756097560975606,0.36419,2.05385,0.047619047619047616,9.09,0.05574912891986061,False,0.0,41.0,39.0,0.0,41.0,39.0,861.0,0.04529616724738676,0.63581
BYND,2023-12-04,2023-12-08,4,CSP,0.015,8.61,BYND231208P00007000,7.0,0.1869918699186991,0.09,0.08,0.1,0.22222222222222227,-0.10939,1.74167,0.012857142857142857,9.09,0.05574912891986061,False,0.0,9.0,8.0,0.0,9.0,8.0,700.0,0.011428571428571429,0.89061
BYND,2023-12-04,2023-12-08,4,CSP,0.025,8.61,BYND231208P00007500,7.5,0.12891986062717764,0.22,0.2,0.23,0.13636363636363635,-0.21,1.86849,0.029333333333333333,9.09,0.05574912891986061,False,0.0,22.0,20.0,0.0,22.0,20.0,750.0,0.02666666666666667,0.79
BYND,2023-12-04,2023-12-08,4,CSP,0.03,8.61,BYND231208P00007500,7.5,0.12891986062717764,0.22,0.2,0.23,0.13636363636363635,-0.21,1.86849,0.029333333333333333,9.09,0.05574912891986061,False,0.0,22.0,20.0,0.0,22.0,20.0,750.0,0.02666666666666667,0.79
BYND,2023-12-04,2023-12-08,4,CSP,0.035,8.61,BYND231208P00007500,7.5,0.12891986062717764,0.22,0.2,0.23,0.13636363636363635,-0.21,1.86849,0.029333333333333333,9.09,0.05574912891986061,False,0.0,22.0,20.0,0.0,22.0,20.0,750.0,0.02666666666666667,0.79
BYND,2023-12-04,2023-12-08,4,CSP,0.045,8.61,BYND231208P00008000,8.0,0.07084785133565619,0.41,0.39,0.43,0.09756097560975606,-0.32084,1.94654,0.05125,9.09,0.05574912891986061,False,0.0,41.0,39.0,0.0,41.0,39.0,800.0,0.04875,0.67916
BYND,2023-12-04,2023-12-08,4,CSP,0.05,8.61,BYND231208P00008000,8.0,0.07084785133565619,0.41,0.39,0.43,0.09756097560975606,-0.32084,1.94654,0.05125,9.09,0.05574912891986061,False,0.0,41.0,39.0,0.0,41.0,39.0,800.0,0.04875,0.67916
BYND,2023-12-11,2023-12-15,4,CC,0.01,9.94,BYND231215C00013500,13.5,0.3581488933601611,0.1,0.08,0.11,0.3,0.10307,2.12214,0.010060362173038231,9.99,0.005030181086519203,False,0.0,10.0,8.0,0.0,10.0,8.0,994.0,0.008048289738430584,0.89693
BYND,2023-12-11,2023-12-15,4,CC,0.015,9.94,BYND231215C00012500,12.5,0.2575452716297788,0.16,0.15,0.18,0.1875,0.16112,1.99532,0.01609657947686117,9.99,0.005030181086519203,False,0.0,16.0,15.0,0.0,16.0,15.0,994.0,0.015090543259557344,0.83888
BYND,2023-12-11,2023-12-15,4,CC,0.02,9.94,BYND231215C00012000,12.0,0.20724346076458766,0.21,0.21,0.22,0.047619047619047665,0.20478,1.93678,0.02112676056338028,9.99,0.005030181086519203,False,0.0,21.0,21.0,0.0,21.0,21.0,994.0,0.02112676056338028,0.79522
BYND,2023-12-11,2023-12-15,4,CC,0.025,9.94,BYND231215C00011500,11.5,0.15694164989939652,0.28,0.25,0.3,0.17857142857142852,0.26104,1.87825,0.028169014084507046,9.99,0.005030181086519203,False,0.0,28.000000000000004,25.0,0.0,28.000000000000004,25.0,994.0,0.025150905432595575,0.7389600000000001
BYND,2023-12-11,2023-12-15,4,CC,0.03,9.94,BYND231215C00011500,11.5,0.15694164989939652,0.28,0.25,0.3,0.17857142857142852,0.26104,1.87825,0.028169014084507046,9.99,0.005030181086519203,False,0.0,28.000000000000004,25.0,0.0,28.000000000000004,25.0,994.0,0.025150905432595575,0.7389600000000001
BYND,2023-12-11,2023-12-15,4,CC,0.035,9.94,BYND231215C00011000,11.0,0.10663983903420537,0.37,0.33,0.41,0.21621621621621612,0.32984,1.8002,0.03722334004024145,9.99,0.005030181086519203,False,0.0,37.0,33.0,0.0,37.0,33.0,994.0,0.03319919517102616,0.67016
BYND,2023-12-11,2023-12-15,4,CC,0.04,9.94,BYND231215C00011000,11.0,0.10663983903420537,0.37,0.33,0.41,0.21621621621621612,0.32984,1.8002,0.03722334004024145,9.99,0.005030181086519203,False,0.0,37.0,33.0,0.0,37.0,33.0,994.0,0.03319919517102616,0.67016
BYND,2023-12-11,2023-12-15,4,CC,0.045,9.94,BYND231215C00010500,10.5,0.05633802816901423,0.52,0.48,0.55,0.13461538461538472,0.42328,1.8002,0.052313883299798795,9.99,0.005030181086519203,False,0.0,52.0,48.0,0.0,52.0,48.0,994.0,0.0482897384305835,0.57672
BYND,2023-12-11,2023-12-15,4,CC,0.05,9.94,BYND231215C00010500,10.5,0.05633802816901423,0.52,0.48,0.55,0.13461538461538472,0.42328,1.8002,0.052313883299798795,9.99,0.005030181086519203,False,0.0,52.0,48.0,0.0,52.0,48.0,994.0,0.0482897384305835,0.57672
BYND,2023-12-11,2023-12-15,4,CSP,0.015,9.94,BYND231215P00008500,8.5,0.14486921529175045,0.13,0.11,0.15,0.30769230769230765,-0.14658,1.54655,0.015294117647058824,9.99,0.005030181086519203,False,0.0,13.0,11.0,0.0,13.0,11.0,850.0,0.012941176470588235,0.8534200000000001
BYND,2023-12-11,2023-12-15,4,CSP,0.02,9.94,BYND231215P00008500,8.5,0.14486921529175045,0.13,0.11,0.15,0.30769230769230765,-0.14658,1.54655,0.015294117647058824,9.99,0.005030181086519203,False,0.0,13.0,11.0,0.0,13.0,11.0,850.0,0.012941176470588235,0.8534200000000001
BYND,2023-12-11,2023-12-15,4,CSP,0.03,9.94,BYND231215P00009000,9.0,0.09456740442655931,0.29,0.27,0.3,0.10344827586206887,-0.25435,1.66362,0.03222222222222222,9.99,0.005030181086519203,False,0.0,28.999999999999996,27.0,0.0,28.999999999999996,27.0,900.0,0.03,0.7456499999999999
BYND,2023-12-11,2023-12-15,4,CSP,0.035,9.94,BYND231215P00009000,9.0,0.09456740442655931,0.29,0.27,0.3,0.10344827586206887,-0.25435,1.66362,0.03222222222222222,9.99,0.005030181086519203,False,0.0,28.999999999999996,27.0,0.0,28.999999999999996,27.0,900.0,0.03,0.7456499999999999
BYND,2023-12-11,2023-12-15,4,CSP,0.04,9.94,BYND231215P00009000,9.0,0.09456740442655931,0.29,0.27,0.3,0.10344827586206887,-0.25435,1.66362,0.03222222222222222,9.99,0.005030181086519203,False,0.0,28.999999999999996,27.0,0.0,28.999999999999996,27.0,900.0,0.03,0.7456499999999999
